id,handle,first_name,last_name,email,street,city,state,state_animal,real_food_affinity_category_id,luxury_brand_affinity_category_id,tech_gadget_affinity_category_id,travel_affinity_category_id
80,sstrippling27,Sandie,Strippling,sstrippling27@blogspot.com,49 Jana Place,Carlsbad,California,Tammar wallaby,2,5,10,13
82,arunnicles29,Ailyn,Runnicles,arunnicles29@purevolume.com,41036 Pond Alley,Saint Louis,Missouri,"Pelican, brown",2,7,9,13
83,dperulli2a,Dionne,Perulli,dperulli2a@wikispaces.com,71 Butterfield Circle,El Paso,Texas,"Bettong, brush-tailed",1,5,9,13
84,lclevely2b,Leslie,Clevely,lclevely2b@netlog.com,3 Magdeline Point,Las Vegas,Nevada,Stone sheep,3,8,10,15
85,egulvin2c,Estrella,Gulvin,egulvin2c@ca.gov,1 Dahle Place,Concord,California,Blue-tongued skink,1,5,9,16
86,ableakman2d,Abby,Bleakman,ableakman2d@example.com,594 Debra Circle,Cheyenne,Wyoming,Small-spotted genet,1,7,9,13
87,hdommersen2e,Hagen,Dommersen,hdommersen2e@npr.org,2567 Pierstorff Drive,Decatur,Georgia,"Anteater, giant",1,5,10,16
89,lyakovliv2g,Latisha,Yakovliv,lyakovliv2g@technorati.com,3 Muir Crossing,Washington,District of Columbia,Nine-banded armadillo,4,7,9,16
91,lglyssanne2i,Lorne,Glyssanne,lglyssanne2i@usda.gov,3646 Goodland Plaza,Mobile,Alabama,"Catfish, blue",2,6,10,16
92,aeilert2j,Alexandre,Eilert,aeilert2j@cpanel.net,917 Paget Road,Orlando,Florida,Salmon pink bird eater tarantula,4,8,9,14
94,alinnitt2l,Ansley,Linnitt,alinnitt2l@webmd.com,08 Longview Terrace,Bronx,New York,Yellow-crowned night heron,2,5,10,16
95,rferrino2m,Rhett,Ferrino,rferrino2m@comsenz.com,7877 Center Road,Nashville,Tennessee,"Squirrel, uinta ground",2,8,10,13
96,echatband2n,Erin,Chatband,echatband2n@uiuc.edu,146 Briar Crest Junction,Oklahoma City,Oklahoma,Tailless tenrec,1,5,9,15
97,dkhomishin2o,Dasya,Khomishin,dkhomishin2o@facebook.com,58096 Thierer Junction,Miami,Florida,Yellow-billed hornbill,2,5,10,15
98,mpollie2p,Matty,Pollie,mpollie2p@google.com,3 Golf Circle,Whittier,California,"Heron, gray",3,8,10,16
99,acalrow2q,Ailene,Calrow,acalrow2q@bravesites.com,11726 Sage Circle,Los Angeles,California,"Bird, black-throated butcher",1,6,10,13
100,mcanland2r,Mal,Canland,mcanland2r@bloomberg.com,357 Meadow Vale Street,New York City,Montana,"Lion, southern sea",1,8,9,16
101,bbiggen2s,Berkley,Biggen,bbiggen2s@merriam-webster.com,1 Porter Park,Dallas,Texas,"Lemming, collared",3,5,10,15
107,kkeely2y,Kaylil,Keely,kkeely2y@fema.gov,8562 Montana Trail,Pittsburgh,Pennsylvania,"Hen, sage",4,8,9,16
109,spankethman30,Sarajane,Pankethman,spankethman30@ameblo.jp,8469 Division Trail,Metairie,Louisiana,Green-winged macaw,3,6,9,15
110,emaw31,Elysia,Maw,emaw31@ibm.com,2 Arrowood Crossing,Gadsden,Alabama,Jaguar,2,6,9,16
112,bsuttie33,Billye,Suttie,bsuttie33@weebly.com,16 Valley Edge Place,Omaha,Nebraska,"Squirrel, malabar",4,7,9,15
114,bozelton35,Brandice,Ozelton,bozelton35@discovery.com,13 Kensington Drive,Odessa,Texas,"Starling, red-shouldered glossy",1,5,9,14
117,sauten38,Sammy,Auten,sauten38@youku.com,47 Laurel Crossing,Tucson,Arizona,Brolga crane,3,6,10,15
119,kfidge3a,Kinny,Fidge,kfidge3a@nih.gov,814 Amoth Park,Raleigh,North Carolina,Common rhea,4,8,10,13
120,afanton3b,Arleyne,Fanton,afanton3b@noaa.gov,325 Bunting Pass,Minneapolis,Minnesota,"Crane, blue",2,6,10,15
122,mingreda3d,Missy,Ingreda,mingreda3d@forbes.com,7944 Lake View Circle,Santa Fe,New Mexico,"Penguin, fairy",3,5,9,15
123,bogavin3e,Bryan,O'Gavin,bogavin3e@flickr.com,3266 Schlimgen Crossing,Cincinnati,Ohio,"Tern, white-winged",4,7,9,14
124,vdoyly3f,Verna,D'Oyly,vdoyly3f@theatlantic.com,92 Mallory Pass,Saginaw,Michigan,"Shelduck, european",2,7,10,15
130,mhardypiggin3l,Melody,Hardy-Piggin,mhardypiggin3l@wordpress.com,63552 Brentwood Alley,El Paso,Texas,"Bulbul, black-fronted",1,6,9,15
133,gmacneilley3o,Gar,MacNeilley,gmacneilley3o@tinyurl.com,6 Golf Course Point,Kansas City,Missouri,"Cat, cape wild",3,6,9,13
134,emosey3p,Estel,Mosey,emosey3p@yale.edu,6 Brickson Park Alley,Jacksonville,Florida,"Pie, rufous tree",4,8,10,15
136,cabdee3r,Constantina,Abdee,cabdee3r@seattletimes.com,4529 Schmedeman Place,El Paso,Texas,Small-toothed palm civet,3,5,9,14
137,fhordle3s,Francois,Hordle,fhordle3s@networkadvertising.org,07 Mcbride Parkway,Richmond,Virginia,"Bee-eater, carmine",3,5,9,13
138,bhandsheart3t,Brunhilda,Handsheart,bhandsheart3t@newsvine.com,02 Porter Junction,Madison,Wisconsin,Black bear,1,5,10,16
140,challowes3v,Cherilynn,Hallowes,challowes3v@xinhuanet.com,60 Straubel Road,Las Vegas,Nevada,Giant anteater,1,6,10,14
146,hbygrave41,Halimeda,Bygrave,hbygrave41@jimdo.com,6 Sachs Point,El Paso,Texas,Pied butcher bird,2,5,9,16
147,rbrimming42,Rafa,Brimming,rbrimming42@theatlantic.com,84468 Riverside Road,Spokane,Washington,"Tern, white-winged",4,6,10,15
148,gkittoe43,Garrott,Kittoe,gkittoe43@apache.org,28 Esch Park,Scranton,Pennsylvania,Spotted deer,2,6,9,15
150,tashburne45,Tansy,Ashburne,tashburne45@fastcompany.com,5007 Huxley Park,Lancaster,Pennsylvania,"Blackbird, red-winged",4,7,10,16
151,ggoodread46,Gerianne,Goodread,ggoodread46@ameblo.jp,3732 Delaware Street,Seattle,Washington,"Whale, southern right",3,5,9,15
152,dmcnicol47,Danice,McNicol,dmcnicol47@rediff.com,45 Larry Hill,Sacramento,California,Frilled dragon,1,6,10,13
158,eputley4d,Ellie,Putley,eputley4d@prnewswire.com,7833 Lunder Place,Mobile,Alabama,"Gull, silver",3,7,9,14
162,cnorledge4h,Claudell,Norledge,cnorledge4h@cdc.gov,4 Reindahl Trail,Cleveland,Ohio,Savannah deer (unidentified),4,6,10,15
164,nkempton4j,Nessa,Kempton,nkempton4j@liveinternet.ru,5 Memorial Park,Kansas City,Missouri,Eastern box turtle,2,5,9,15
167,croyall4m,Clevey,Royall,croyall4m@artisteer.com,65259 Swallow Avenue,Milwaukee,Wisconsin,"Turtle, snake-necked",3,5,10,13
170,rdagger4p,Rustie,Dagger,rdagger4p@scribd.com,3979 Forster Parkway,North Las Vegas,Nevada,Zorilla,2,6,10,15
171,ncallander4q,Ned,Callander,ncallander4q@ucoz.com,532 Beilfuss Crossing,Oklahoma City,Oklahoma,Honey badger,3,6,10,15
172,tlindeboom4r,Taryn,Lindeboom,tlindeboom4r@slashdot.org,126 Continental Center,Portsmouth,Virginia,African clawless otter,1,7,10,16
177,mgillam4w,Moyna,Gillam,mgillam4w@miitbeian.gov.cn,912 Nancy Center,Staten Island,New York,Red-headed woodpecker,3,7,10,15
178,mlegrice4x,Michelina,Legrice,mlegrice4x@flickr.com,3 Lyons Road,Huntsville,Alabama,Black rhinoceros,4,6,10,14
180,fbrookson4z,Fraze,Brookson,fbrookson4z@desdev.cn,64649 Schlimgen Park,Charleston,South Carolina,"Gorilla, western lowland",1,7,9,16
182,cevitt51,Christie,Evitt,cevitt51@usnews.com,2 Golden Leaf Road,Omaha,Nebraska,Nubian bee-eater,4,7,9,13
183,pchampneys52,Putnam,Champneys,pchampneys52@pagesperso-orange.fr,734 Ludington Center,Atlanta,Georgia,"Sloth, two-toed tree",1,8,9,13
185,cwhines54,Celestyna,Whines,cwhines54@cornell.edu,060 Kinsman Pass,Washington,District of Columbia,"Macaque, pig-tailed",2,7,9,14
186,acondict55,Alicea,Condict,acondict55@bloglovin.com,3679 Browning Avenue,Springfield,Ohio,Blue shark,4,8,9,13
189,cmeech58,Corrianne,Meech,cmeech58@youtube.com,9 Thompson Road,Winter Haven,Florida,Steenbuck,4,7,10,15
191,emanketell5a,Ediva,Manketell,emanketell5a@earthlink.net,45 Warner Circle,Winston Salem,North Carolina,"Lizard, frilled",3,5,9,14
194,mcortes5d,Morgan,Cortes,mcortes5d@disqus.com,6582 Hayes Street,Seattle,Washington,Yellow-throated sandgrouse,2,5,9,16
196,sgoves5f,Sascha,Goves,sgoves5f@spiegel.de,7 Alpine Way,New York City,New York,"Sheep, stone",3,8,9,14
199,wgutcher5i,Wenona,Gutcher,wgutcher5i@about.com,9031 Sunbrook Alley,Billings,Montana,African red-eyed bulbul,3,5,9,14
200,dgutcher5j,Dix,Gutcher,dgutcher5j@springer.com,8755 Menomonie Hill,Indianapolis,Indiana,"Blackbird, red-winged",3,8,10,16
201,msuddaby5k,Mora,Suddaby,msuddaby5k@about.me,550 Pearson Terrace,Trenton,New Jersey,"Duck, blue",3,7,9,14
202,hboam5l,Haleigh,Boam,hboam5l@mapquest.com,72388 Hovde Alley,Boca Raton,Florida,Cook's tree boa,2,6,9,15
204,eferries5n,Elvis,Ferries,eferries5n@npr.org,807 Maryland Center,Monticello,Minnesota,Toddy cat,2,7,9,15
205,ppinwell5o,Pieter,Pinwell,ppinwell5o@sitemeter.com,7 Spaight Lane,Nashville,Tennessee,Giant girdled lizard,4,7,9,14
211,vsanham5u,Vanni,Sanham,vsanham5u@sun.com,349 1st Street,Saint Louis,Missouri,Long-tailed spotted cat,4,5,9,13
212,ccrosoer5v,Corinne,Crosoer,ccrosoer5v@nasa.gov,0908 Warbler Crossing,Pittsburgh,Pennsylvania,Blue-breasted cordon bleu,4,6,10,14
216,bstruis5z,Barrie,Struis,bstruis5z@bbc.co.uk,4 Towne Lane,Kansas City,Missouri,Brown hyena,2,7,10,14
222,wstokoe65,Wandis,Stokoe,wstokoe65@symantec.com,62 Corscot Plaza,Las Vegas,Nevada,"Cormorant, king",2,8,10,14
223,lolive66,Lazare,Olive,lolive66@google.co.jp,7338 8th Court,Durham,North Carolina,Agile wallaby,2,7,10,16
228,gbarker6b,Gilli,Barker,gbarker6b@utexas.edu,8097 Miller Street,Tampa,Florida,Slender loris,2,5,10,13
231,kdenkel6e,Karin,Denkel,kdenkel6e@macromedia.com,573 Morningstar Parkway,Minneapolis,Minnesota,Rock dove,1,6,9,16
232,tpietruszewicz6f,Tabatha,Pietruszewicz,tpietruszewicz6f@who.int,96 Schurz Terrace,Columbus,Ohio,"Sheathbill, snowy",4,8,9,15
234,vammer6h,Vallie,Ammer,vammer6h@prlog.org,8 Clyde Gallagher Park,Kansas City,Missouri,Civet cat,2,5,9,14
236,hziemke6j,Hanan,Ziemke,hziemke6j@macromedia.com,70202 Claremont Circle,Houston,Texas,"Spoonbill, european",4,6,9,14
238,onoller6l,Ofelia,Noller,onoller6l@uol.com.br,8287 Fairview Way,Evanston,Illinois,Hoffman's sloth,4,7,10,13
240,ngrierson6n,Nanete,Grierson,ngrierson6n@list-manage.com,56 Northwestern Avenue,Charlotte,North Carolina,Killer whale,4,6,9,15
244,blinford6r,Burnard,Linford,blinford6r@dmoz.org,8 Welch Way,Tacoma,Washington,"Lemur, brown",4,7,9,15
248,cdraycott6v,Cchaddie,Draycott,cdraycott6v@github.com,9414 Waxwing Parkway,Toledo,Ohio,Pale white-eye,3,6,9,13
249,nswinfon6w,Nester,Swinfon,nswinfon6w@fc2.com,1285 Towne Way,Watertown,Massachusetts,Green vine snake,2,8,9,15
250,wskain6x,Wakefield,Skain,wskain6x@blogspot.com,65340 Sunbrook Park,Tulsa,Oklahoma,Springhare,1,6,9,14
254,mwase71,Maddi,Wase,mwase71@seattletimes.com,602 Roxbury Junction,Brooklyn,New York,North American river otter,4,8,10,15
256,cthorley73,Caren,Thorley,cthorley73@netscape.com,427 Cody Alley,Indianapolis,Indiana,"Creeper, black-tailed tree",1,5,9,16
257,aangus74,Arman,Angus,aangus74@topsy.com,68 Anderson Plaza,Lake Charles,Louisiana,Striped hyena,3,7,10,16
258,rbackes75,Remus,Backes,rbackes75@ovh.net,8494 6th Drive,Pensacola,Florida,"Wagtail, african pied",3,8,9,13
261,gdruhan78,Gaspard,Druhan,gdruhan78@hexun.com,6387 Vermont Alley,Miami,Florida,Musk ox,1,5,10,13
262,pcarlisso79,Pepita,Carlisso,pcarlisso79@bbb.org,314 Eagle Crest Center,Topeka,Kansas,"Snake, buttermilk",3,5,9,14
266,gfolcarelli7d,Gar,Folcarelli,gfolcarelli7d@google.pl,89 Transport Pass,Gary,Indiana,"Squirrel, eastern fox",1,8,10,13
267,vmccloughlin7e,Vernon,McCloughlin,vmccloughlin7e@scribd.com,6253 Union Way,Philadelphia,Pennsylvania,Giant heron,2,7,10,13
273,kvaughton7k,Katya,Vaughton,kvaughton7k@princeton.edu,14 Steensland Center,Fort Lauderdale,Florida,"Spurfowl, yellow-necked",1,7,9,16
275,vdegiorgis7m,Vanya,De Giorgis,vdegiorgis7m@canalblog.com,03968 Eagan Park,Atlanta,Georgia,Burmese brown mountain tortoise,1,6,10,14
278,cfife7p,Corly,Fife,cfife7p@instagram.com,2052 Tennessee Terrace,Nashville,Tennessee,African polecat,1,6,9,15
279,dplessing7q,Dwayne,Plessing,dplessing7q@e-recht24.de,9 Eagle Crest Parkway,Tyler,Texas,"Baboon, chacma",2,5,10,15
282,epottes7t,Emmeline,Pottes,epottes7t@people.com.cn,0837 Hoffman Lane,Myrtle Beach,South Carolina,Arctic fox,2,6,9,16
285,ikleanthous7w,Issie,Kleanthous,ikleanthous7w@nationalgeographic.com,627 Bay Way,Fresno,California,"Dove, white-winged",3,6,10,16
286,mmccrorie7x,Mitzi,McCrorie,mmccrorie7x@privacy.gov.au,07296 American Junction,Trenton,New Jersey,Indian star tortoise,3,6,9,14
287,mtapply7y,Maud,Tapply,mtapply7y@slideshare.net,88856 Lindbergh Park,Saint Louis,Missouri,"Cobra, egyptian",3,5,9,13
288,vgratland7z,Victoir,Gratland,vgratland7z@ucoz.com,0253 Norway Maple Avenue,Phoenix,Arizona,Cape white-eye,1,8,9,14
289,jtivnan80,Joeann,Tivnan,jtivnan80@e-recht24.de,2 Glendale Road,Houston,Texas,Crowned eagle,1,5,10,16
290,eregglar81,Estelle,Regglar,eregglar81@skype.com,4527 Beilfuss Street,Flushing,New York,Ring-tailed coatimundi,3,5,10,14
291,pmerali82,Paloma,Merali,pmerali82@china.com.cn,661 Tennessee Road,Kansas City,Missouri,Snowy egret,3,8,10,16
292,lcocksedge83,Larry,Cocksedge,lcocksedge83@trellian.com,4221 Longview Avenue,Atlanta,Georgia,Red-tailed phascogale,2,5,10,13
293,mmiddlehurst84,Mina,Middlehurst,mmiddlehurst84@businesswire.com,21 Leroy Street,Washington,District of Columbia,"Duiker, common",3,7,10,16
294,bhumphrys85,Bennie,Humphrys,bhumphrys85@networksolutions.com,3 Farragut Drive,York,United Kingdom,Emerald-spotted wood dove,3,7,10,14
295,marber86,Meghan,Arber,marber86@cisco.com,034 Lotheville Place,Portland,Oregon,Four-striped grass mouse,2,6,9,14
297,etoye88,Eduard,Toye,etoye88@bizjournals.com,61 Mandrake Street,Portland,Oregon,Asian lion,4,7,10,16
299,mlawly8a,Min,Lawly,mlawly8a@yandex.ru,79 Namekagon Center,Miami Beach,Florida,Llama,3,8,10,16
304,stamblingson8f,Skye,Tamblingson,stamblingson8f@hud.gov,2415 Gale Park,Columbia,South Carolina,"Cat, native",3,7,9,14
307,cberk8i,Chery,Berk,cberk8i@acquirethisname.com,047 Hoard Park,Wichita,Kansas,Magistrate black colobus,4,7,10,13
310,lgroarty8l,Lanna,Groarty,lgroarty8l@amazon.com,70274 Paget Lane,Littleton,Colorado,"Armadillo, nine-banded",3,8,10,16
316,hjoutapaitis8r,Hadlee,Joutapaitis,hjoutapaitis8r@forbes.com,3948 Monica Parkway,Fairbanks,Alaska,"Snake, carpet",4,5,10,14
317,gwylie8s,Genni,Wylie,gwylie8s@seattletimes.com,490 Sommers Plaza,West Palm Beach,Florida,"Coot, red-knobbed",2,8,10,13
318,chounsom8t,Celestyn,Hounsom,chounsom8t@imgur.com,47866 Mosinee Pass,Corpus Christi,Texas,Mandras tree shrew,2,5,9,13
320,hgioani8v,Halsey,Gioani,hgioani8v@nyu.edu,800 Buena Vista Alley,San Diego,California,Australian sea lion,3,8,10,13
321,gwilber8w,Goddard,Wilber,gwilber8w@wiley.com,54 Barby Pass,Springfield,Ohio,Sugar glider,2,7,10,14
323,haxby8y,Horten,Axby,haxby8y@uol.com.br,73 Stone Corner Drive,New Bedford,Massachusetts,White-throated kingfisher,1,8,10,14
324,erewcassell8z,Elston,Rewcassell,erewcassell8z@stanford.edu,937 Burning Wood Pass,Philadelphia,Pennsylvania,"Lemming, arctic",3,5,10,15
325,sfarmiloe90,Shaylynn,Farmiloe,sfarmiloe90@samsung.com,0675 Prairieview Court,Sandy,Utah,Cuis,2,5,10,13
329,cfrancescuccio94,Chelsae,Francescuccio,cfrancescuccio94@ocn.ne.jp,4 Judy Place,Seminole,Florida,Kafue flats lechwe,1,5,9,16
330,pscryne95,Patty,Scryne,pscryne95@meetup.com,6 Paget Place,Denver,Colorado,Brindled gnu,4,8,10,16
332,bveljes97,Barney,Veljes,bveljes97@fda.gov,566 Manitowish Pass,Philadelphia,Pennsylvania,Ringtail cat,4,5,10,15
334,sgarlicke99,Shelby,Garlicke,sgarlicke99@networkadvertising.org,3 Laurel Trail,Jacksonville,Florida,Carpet snake,3,8,9,13
336,dmckeurtan9b,Dyanne,McKeurtan,dmckeurtan9b@twitter.com,52664 Graceland Avenue,Louisville,Kentucky,Tsessebe,1,6,9,16
342,dkivlin9h,Daphene,Kivlin,dkivlin9h@tmall.com,5 Killdeer Drive,Chicago,Illinois,Topi,1,6,10,14
343,jnoell9i,Jonathan,Noell,jnoell9i@flavors.me,1333 Crescent Oaks Street,Phoenix,Arizona,Mountain lion,3,6,10,16
344,mhayman9j,Marielle,Hayman,mhayman9j@shareasale.com,84 Morrow Road,Pittsburgh,Pennsylvania,"Bettong, brush-tailed",3,6,9,14
347,blockless9m,Bevin,Lockless,blockless9m@gmpg.org,02 Texas Crossing,Schenectady,New York,"Shark, blue",3,6,10,16
348,kmccaghan9n,Kareem,Mc Caghan,kmccaghan9n@nasa.gov,9 Bartillon Circle,Houston,Texas,"Mongoose, yellow",1,6,9,15
350,bschaffler9p,Beverley,Schaffler,bschaffler9p@hhs.gov,24882 Emmet Point,Shreveport,Louisiana,Prairie falcon,2,5,9,13
351,johearn9q,Jocelin,O'Hearn,johearn9q@posterous.com,02 Dottie Trail,Van Nuys,California,Indian leopard,4,8,9,15
353,ktatteshall9s,Kristo,Tatteshall,ktatteshall9s@bravesites.com,23 Londonderry Way,Newark,Delaware,"Heron, yellow-crowned night",1,5,10,14
354,bbosworth9t,Bonnibelle,Bosworth,bbosworth9t@fda.gov,32 Erie Place,Houston,Texas,"Albatross, waved",3,7,9,13
355,sjayme9u,Sharla,Jayme,sjayme9u@cmu.edu,71 Drewry Drive,Syracuse,New York,"Shrike, crimson-breasted",4,5,9,13
357,nondracek9w,Norah,Ondracek,nondracek9w@dion.ne.jp,78604 Lindbergh Street,Miami,Florida,"Zebra, plains",2,5,10,15
358,adionis9x,Arie,Dionis,adionis9x@patch.com,11031 Crest Line Terrace,Oklahoma City,Oklahoma,Radiated tortoise,1,7,9,16
360,ccotta9z,Christabel,Cotta,ccotta9z@toplist.cz,60451 Farragut Crossing,Jacksonville,Florida,"Cormorant, great",2,8,10,16
361,dpainswicka0,Dun,Painswick,dpainswicka0@cmu.edu,482 Loftsgordon Trail,Milwaukee,Wisconsin,Asian red fox,1,5,10,15
362,jbrahma1,Jilly,Brahm,jbrahma1@geocities.jp,825 Waywood Court,Norfolk,Virginia,Crested porcupine,1,8,9,14
363,fcristofaninia2,Fayette,Cristofanini,fcristofaninia2@pagesperso-orange.fr,79 Nelson Street,El Paso,Texas,Common zebra,1,8,10,15
365,dwalentaa4,Deb,Walenta,dwalentaa4@wsj.com,24183 Twin Pines Trail,San Francisco,California,Steller sea lion,1,5,10,16
367,apulsforda6,Angil,Pulsford,apulsforda6@cmu.edu,5 Melvin Hill,Spring,Texas,"Cormorant, pied",4,7,10,13
368,tgatherella7,Trudey,Gatherell,tgatherella7@imageshack.us,9 Sachtjen Plaza,Idaho Falls,Idaho,Eurasian beaver,4,8,9,15
370,athulborna9,Aldus,Thulborn,athulborna9@naver.com,0548 Towne Center,Lynn,Massachusetts,"Oryx, beisa",4,5,9,16
371,spadburyaa,Sallee,Padbury,spadburyaa@homestead.com,7906 Welch Parkway,Tallahassee,Florida,"Badger, european",1,7,10,14
376,gchittendenaf,Gayle,Chittenden,gchittendenaf@gov.uk,74 Village Green Park,Santa Cruz,California,Greater blue-eared starling,3,7,9,16
380,pbateripaj,Patton,Baterip,pbateripaj@merriam-webster.com,1 Morningstar Avenue,Waterbury,Connecticut,"Pheasant, common",3,8,10,16
382,kpughal,Katina,Pugh,kpughal@paypal.com,8858 Shasta Park,San Antonio,Texas,Griffon vulture,3,6,9,13
383,lpantoneam,Linn,Pantone,lpantoneam@vimeo.com,9661 Sullivan Road,Kingsport,Tennessee,Zorilla,4,5,10,16
385,pvoasao,Pinchas,Voas,pvoasao@altervista.org,825 Buena Vista Parkway,Columbia,Missouri,Griffon vulture,3,7,10,14
386,rjestap,Robinson,Jest,rjestap@furl.net,81 4th Circle,Washington,District of Columbia,European beaver,4,6,10,14
387,ddobrowolnyaq,Daloris,Dobrowolny,ddobrowolnyaq@wunderground.com,0266 Coolidge Park,Augusta,Georgia,"Rhinoceros, white",3,8,10,15
390,rsylvaineat,Robyn,Sylvaine,rsylvaineat@topsy.com,66 Armistice Terrace,Philadelphia,Pennsylvania,Spotted deer,2,6,10,13
393,gakkeraw,Gar,Akker,gakkeraw@sciencedaily.com,827 Scott Road,Washington,District of Columbia,Campo flicker,4,7,10,15
395,acalveray,Allys,Calver,acalveray@unicef.org,8105 Quincy Hill,Rochester,New York,"Jackal, asiatic",1,8,9,15
